model,age_year,shutter_count,condition,has_box,price_used
Sony A7RV,4,63775,fair,0,82990
Sony A9III,1,2554,excellent,1,148390
Sony A6700,0,68329,good,1,36300
Sony A7V,1,803,good,0,77290
Sony A1II,0,17912,excellent,1,172100
Sony A7SIII,6,3161,very_good,1,59890
Sony A5000,11,73833,fair,0,4300
Sony A7S,9,166868,poor,1,6790
Sony A6400,7,283019,poor,1,13590
Sony A5000,0,1195,very_good,1,4890
Sony A7S,3,25406,good,0,7700
Sony FX3,4,2992,excellent,0,113800
Sony ZV1F,0,1052,excellent,1,9500
Sony A9II,1,41379,very_good,1,89000
Sony A7IV,1,93505,good,0,42590
Sony A7RII,7,8863,good,1,18100
Sony A7RII,0,208673,poor,1,15300
Sony A6400,5,27025,very_good,1,19400
Sony FX2,1,1298,excellent,0,78500
Sony A6300,4,167579,poor,0,10200
Sony ZV E10,2,10042,very_good,1,18190
Sony FX2,1,3909,excellent,1,75300
Sony RX100VII,7,109,excellent,0,30300
Sony A7III,2,22426,very_good,0,25900
Sony A7R,6,86749,good,1,9000
Sony FX30,3,2476,excellent,1,48490
Sony A9III,2,97639,good,0,126600
Sony ZV E10II,0,19555,very_good,1,31200
Sony FX3,5,2707,very_good,0,114900
Sony RX100VII,0,1268,excellent,0,29390
Sony A7RIV,7,279336,fair,1,37890
Sony A7SIII,6,2393,very_good,1,57490
Sony A7SIII,0,3449,excellent,1,59200
Sony A1,0,110579,good,0,88200
Sony ZV1,1,913,excellent,1,13790
Sony A7R,5,158374,fair,0,7900
Sony A7RIII,0,39766,good,0,23700
Sony ZV E10,3,15783,good,0,15690
Sony A5100,0,56944,good,1,6700
Sony A6700,3,38455,good,1,36200
Sony FX2,0,2906,excellent,0,83700
Sony A7S,2,85986,good,0,7290
Sony A6100,0,86554,fair,0,13790
Sony ZV1F,0,647,excellent,0,9600
Sony FX30,4,1862,very_good,0,47000
Sony RX100VII,0,651,very_good,1,29090
Sony A9III,3,95530,fair,1,132400
Sony A7,1,97253,good,1,7200
Sony A7V,0,4866,good,1,75390
Sony A7RII,4,27404,very_good,0,20800
Sony ZV E10,5,17069,very_good,1,18090
Sony A7R,1,59038,fair,0,8300
Sony A7RV,0,66937,fair,1,81400
Sony A7RIV,7,22271,good,1,38700
Sony A1,5,10127,very_good,0,99390
Sony A7R,2,5874,good,1,8600
Sony A9III,1,43707,good,0,126590
Sony A7IV,3,96838,fair,1,40900
Sony A6100,2,21932,very_good,1,17600
Sony A9,3,31986,good,1,31800
Sony A7S,2,153609,poor,0,6800
Sony A9II,0,86055,good,1,71390
Sony A5100,11,30218,good,1,6600
Sony ZV E10II,2,11811,good,1,28690
Sony A6100,0,74965,good,1,15690
Sony A7IV,2,42364,good,1,42800
Sony A7RII,11,161291,poor,1,15600
Sony A5100,10,67244,fair,0,6390
Sony A7RIV,7,87780,good,1,39090
Sony A9II,5,75976,??,0,73600
Sony A6000,8,269063,poor,0,7100
Sony A7RIV,3,79257,fair,0,37990
Sony A6500,10,14219,very_good,0,16790
Sony A7RIV,6,60038,fair,0,38790
Sony A9II,4,70234,fair,0,70900
Sony A7S,-,5638,very_good,1,9490
Sony A9III,0,93732,good,0,125200
Sony A7SII,3,2246,very_good,/,22000
Sony A7SII,8,10042,very_good,1,20190
Sony FX2,0,1433,excellent,1,73100
Sony FX30,0,2535,excellent,0,47100
Sony A6600,3,263963,poor,0,19990
Sony A7SII,9,67412,good,1,18600
Sony A5000,8,5198,very_good,0,5290
Sony RX100VII,1,1329,very_good,0,28400
Sony A6700,0,46627,good,1,???
Sony A6100,3,98633,good,1,15600
Sony A7,11,80897,good,0,7190
Sony A6700,0,17804,good,0,36300
Sony RX100VII,1,444,excellent,0,28500
Sony A6700,1,261108,fair,1,38790
Sony A6700,0,29745,very_good,1,37290
Sony FX3,5,3479,excellent,1,116600
Sony A9II,0,194191,fair,0,70690
Sony A7RII,6,2106,very_good,0,21300
Sony A9III,0,283885,fair,0,128300
Sony A7III,4,52687,fair,0,19700
Sony A7RV,4,2257,very_good,0,88990
Sony A6000,7,4592,excellent,0,8900
Sony A1,3,270535,poor,0,90490
Sony A9II,6,88717,fair,1,70590
Sony FX2,1,1505,very_good,1,84900
Sony A5000,2,279930,poor,1,4000
Sony A9,6,8949,good,1,31300
Sony A9II,6,16025,very_good,1,82890
Sony A7IV,0,6062,good,0,44890
Sony A7SIII,1,1831,very_good,1,55900
Sony FX2,1,3140,very_good,1,79900
Sony A1II,0,11224,excellent,0,170290
Sony A6400,3,77506,fair,1,14100
Sony A7,3,2124,excellent,1,8500
Sony A7SII,11,4641,excellent,1,20590
Sony A7II,10,222048,poor,1,9200
Sony A7,1,211957,fair,0,6490
Sony A5000,0,248599,poor,1,4090
Sony FX2,1,1889,/,1,76900
Sony A6700,3,5023,very_good,1,???
Sony A7RIV,4,26811,good,1,37690
Sony A5100,5,4188,very_good,0,7790
Sony A5000,4,71972,fair,0,4290
Sony FX30,3,2225,very_good,1,49600
Sony A6700,0,51078,good,0,36200
Sony A1II,2,6312,excellent,0,181100
Sony A6500,10,73014,fair,1,15100
Sony A5000,10,103991,fair,1,4200
Sony A9,4,70471,fair,0,31290
Sony A6600,5,4081,very_good,0,27000
Sony ZV E10,0,3122,excellent,1,18200
Sony A7RIV,7,81137,fair,0,37500
Sony ZV E10II,2,13320,very_good,0,33700
Sony A7,7,38488,good,0,7100
Sony A6000,3,2724,excellent,1,8700
Sony A6000,7,7480,very_good,0,9400
Sony ZV E10,2,15167,good,0,15900
Sony A7SII,6,56301,fair,1,16800
Sony A6700,1,244080,fair,0,39000
Sony A7RII,8,80409,good,1,17600
Sony A7RIII,3,35894,very_good,1,31600
Sony A7R,10,62729,fair,1,8290
Sony A6500,2,4435,excellent,1,18000
Sony FX2,1,2773,very_good,0,73500
Sony A9,3,99418,good,1,31400
Sony A9,4,79340,good,1,30700
Sony A1II,2,8554,excellent,0,172290
Sony A9III,1,203252,poor,1,132790
Sony FX2,1,2950,very_good,1,76990
Sony A7RIV,1,88068,good,0,38390
Sony ZV1,6,1106,excellent,0,14000
Sony A9II,1,13613,very_good,0,78690
Sony FX2,0,2260,very_good,1,74690
Sony A7R,12,9685,very_good,1,9500
Sony A9,4,284558,fair,0,31100
Sony A7SII,8,13507,good,1,18500
Sony A7SII,6,14793,good,0,17800
Sony ZV1,2,558,excellent,1,13700
Sony A7SIII,2,3541,very_good,1,55400
Sony ZV1F,4,500,excellent,0,10500
Sony A7RV,2,22566,good,0,83690
Sony ZV1,4,796,very_good,1,14700
Sony FX2,1,3758,very_good,1,74890
Sony A7IV,1,150999,poor,0,39400
Sony A7II,2,74591,fair,1,9800
Sony A7RIII,5,95959,fair,1,21990
Sony A6400,5,92360,good,1,15400
Sony A6000,11,43185,very_good,1,9690
Sony A5000,8,99027,fair,1,4290
Sony A7III,7,191592,poor,1,18500
Sony A7SII,8,8843,good,0,19400
Sony A9III,3,78794,good,0,126290
Sony ZV E10,1,1914,very_good,1,16390
Sony A7RIII,0,16014,very_good,1,29200
Sony A7II,4,222494,poor,1,9290
Sony A6000,3,2336,very_good,1,8700
Sony A7RV,4,979,very_good,0,97390
Sony RX100VII,6,191,very_good,1,31990
Sony A7RIV,4,70487,fair,0,37900
Sony A5100,6,4222,excellent,1,8500
Sony ZV E10II,2,19434,very_good,1,33390
Sony A6000,2,13800,good,1,8300
Sony ZV E10II,0,17852,very_good,0,33700
Sony A7RII,9,3173,very_good,1,20290
Sony A7RII,3,75607,fair,0,15800
Sony A6300,0,63013,fair,1,10590
Sony RX100VII,0,1031,excellent,1,31700
Sony A7SIII,4,1803,excellent,1,56600
Sony ZV1,6,772,very_good,1,15290
Sony A6700,3,1046,excellent,0,37700
Sony A7RIII,3,20840,good,1,25300
Sony A6000,8,85043,fair,0,7600
Sony A6000,7,58725,fair,1,7300
Sony A6100,1,30834,very_good,0,18000
Sony A7II,3,9936,very_good,1,12890
Sony A5000,3,9885,very_good,0,5390
Sony ZV E10,1,5452,very_good,1,16400
Sony A7V,0,820,very_good,0,76490
Sony A9,8,1008,very_good,0,35390
Sony A1,2,68757,good,1,90590
Sony FX2,0,2109,very_good,0,80490
Sony A6400,2,98931,good,1,16400
Sony A6700,2,125812,fair,1,38890
Sony FX2,0,2378,very_good,0,79890
Sony A7RV,2,8321,good,1,82300
Sony A7IV,4,86703,good,0,44500
Sony A7RIII,4,48073,very_good,1,28390
Sony A1II,1,11644,good,0,168700
Sony A7RV,4,18126,very_good,1,95000
Sony ZV1F,3,1109,very_good,1,9900
Sony A6600,2,7429,very_good,0,27300
Sony ZV E10II,2,1362,excellent,1,31400
Sony A7IV,4,249209,poor,0,39890
Sony A6700,1,54684,fair,0,37300
Sony A7SII,5,144238,fair,0,17190
Sony A6600,2,140119,fair,1,21000
Sony A6300,4,129668,good,0,10800
Sony A7IV,2,41543,good,1,42600
Sony A7S,1,83170,good,1,7300
Sony FX3,0,3295,very_good,0,115190
Sony A9III,0,1401,very_good,1,128600
Sony A7R,1,85901,fair,1,8190
Sony A7III,1,65080,good,1,23600
Sony A6000,5,82334,good,1,8190
Sony A6000,2,16355,very_good,0,9390
Sony ZV1,1,1123,excellent,0,14090
Sony A7R,10,308229,fair,1,8190
Sony A9III,3,42566,good,0,126500
Sony FX3,5,1379,excellent,1,106800
Sony ZV E10II,1,4979,very_good,1,30500
Sony A7II,12,31817,good,0,10600
Sony A7V,0,18111,very_good,1,80600
Sony A9,8,21575,good,0,32290
Sony A6400,-,67299,fair,1,14090
Sony A9,9,82813,fair,1,31200
Sony FX2,0,1498,excellent,0,83000
Sony A6700,2,74309,good,1,36290
Sony RX100VII,4,209,very_good,1,31390
Sony FX2,1,3030,excellent,1,72990
Sony A9,5,68897,fair,1,30800
Sony A9,8,17092,??,0,31100
Sony ZV E10II,2,14005,good,1,28600
Sony A7SII,2,58187,fair,1,16900
Sony A7RIII,2,4881,excellent,1,27600
Sony ZV E10,5,3368,very_good,0,16590
Sony FX2,1,3747,excellent,0,82500
Sony A7V,1,1727,good,0,77590
Sony A7S,11,72363,fair,0,7000
Sony A6100,4,3449,excellent,0,15790
Sony A6000,5,9981,very_good,1,9290
Sony A5100,5,224015,fair,1,6290
Sony A7IV,1,76034,good,0,41500
Sony A1II,0,7336,excellent,0,182890
Sony A9II,7,3395,very_good,0,78900
Sony A7IV,1,2168,very_good,0,47200
Sony A9III,2,15666,very_good,1,131600
Sony FX3,0,2714,excellent,1,106090
Sony ZV E10,1,1874,excellent,0,17200
Sony A7V,0,352,excellent,1,86490
Sony ZV1,4,105,very_good,0,14690
Sony FX2,0,2569,very_good,0,83300
Sony A7II,9,299292,fair,1,9400
Sony A7V,0,13816,/,1,81090
Sony A7,13,8750,very_good,1,7790
Sony FX2,1,3572,very_good,0,81700
Sony A6300,10,184670,poor,1,10390
Sony A7SII,3,6080,very_good,0,20300
Sony ZV E10II,2,12168,good,0,28300
Sony FX30,2,1489,very_good,1,50190
Sony A7,1,11405,good,0,7190
Sony A7R,8,158713,fair,1,8300
Sony FX30,2,2559,excellent,1,47600
Sony A6500,7,162063,fair,0,15700
Sony A1II,2,2851,very_good,0,188200
Sony A7RII,6,8284,very_good,1,20400
Sony A9,5,92507,fair,0,30600
Sony A7II,5,97024,fair,1,9800
Sony A7RIII,6,302,very_good,1,29800
Sony A7S,7,2723,very_good,1,8090
Sony ZV1,4,1862,excellent,0,15390
Sony A5000,9,87275,fair,0,4390
Sony A6100,3,365482,poor,1,13400
Sony RX100VII,7,1707,excellent,1,28400
Sony A9,8,1747,excellent,1,35500
Sony A5100,7,93327,fair,0,6390
Sony A6000,5,131490,good,1,7990
Sony FX2,0,2440,excellent,1,72990
Sony A7SIII,6,3959,very_good,0,60590
Sony A6600,7,44359,good,1,23690
Sony A7RV,4,80391,good,1,82200
Sony A1,1,20519,very_good,1,91990
Sony A6600,2,74343,good,0,22800
Sony A7III,0,1350,excellent,0,28900
Sony A9II,2,72579,fair,1,70590
Sony A7R,0,4634,very_good,0,9800
Sony A7R,6,97091,good,1,8690
Sony A7R,12,9586,very_good,1,9500
Sony A7III,4,67590,fair,0,21200
Sony ZV E10II,2,16318,good,1,28700
Sony A6300,2,37745,good,0,11290
Sony A7RV,3,87019,good,0,84600
Sony A6000,11,59877,fair,1,7590
Sony A7RIII,3,1745,very_good,1,29800
Sony FX2,1,2329,excellent,0,77300
Sony A6500,0,18841,very_good,1,16100
Sony A7II,5,9677,very_good,0,11300
Sony FX30,4,2702,excellent,0,45890
Sony A7V,0,17423,very_good,0,85200
Sony A7V,1,1331,excellent,0,78790
Sony A9III,2,280123,fair,1,131590
Sony A9III,1,3014,excellent,1,145290
Sony A7R,2,84660,fair,0,7900
Sony A7IV,1,6375,very_good,1,52300
Sony A6100,0,42746,very_good,1,15900
Sony A7II,5,4355,excellent,0,12590
Sony A6500,7,18830,good,1,15100
Sony A6400,5,3241,excellent,1,18900
Sony FX2,1,3446,excellent,1,76400
Sony A6500,10,72055,good,0,15100
Sony A7S,2,9682,very_good,1,8990
Sony A7SIII,4,1462,very_good,0,-
Sony FX3,2,3840,very_good,0,117600
Sony A7R,6,10749,very_good,0,10700
Sony A7RIV,0,8391,good,1,38500
Sony A7RIV,1,29251,good,0,37600
Sony A9,7,185707,fair,1,30690
Sony A7II,12,1962,excellent,0,12890
Sony A7RII,1,79942,good,0,18590
Sony A5000,11,4225,very_good,0,4890
Sony A7R,0,341043,fair,1,8300
Sony FX30,3,/,excellent,0,50400
Sony A6700,1,93162,fair,1,37300
Sony A7RIV,0,283710,poor,0,37890
Sony A7RV,1,16784,very_good,0,88690
Sony A6300,0,88426,fair,1,10690
Sony A7SIII,1,2770,very_good,0,57290
Sony ZV1,6,1582,excellent,0,14990
Sony A6500,8,8476,very_good,0,17800
Sony ZV1,4,143,very_good,0,15600
Sony A7SII,5,219697,fair,1,16900
Sony A6400,6,87748,good,1,16200
Sony ZV E10,5,1968,very_good,0,16100
Sony A1II,0,18403,good,1,169600
Sony A1,3,64545,fair,0,90390
Sony A1,0,43712,good,0,89990
Sony A7RV,2,3195,excellent,1,96100
Sony A9III,1,56450,good,0,126500
Sony A9III,3,24058,very_good,1,148500
Sony A1,5,53932,good,1,88000
Sony A7III,4,8076,good,0,25000
Sony FX30,0,1573,excellent,0,47600
Sony A7RIV,7,51963,good,0,38990
Sony A7V,1,8100,very_good,0,86590
Sony A7RII,3,313782,fair,0,16600
Sony ZV1,5,1670,very_good,1,15400
Sony A7III,8,406,excellent,1,28790
Sony A6000,0,8305,very_good,0,8900
Sony A6000,2,65398,good,/,7900
Sony A6300,4,85227,fair,0,10600
Sony A7SIII,1,3638,very_good,0,60890
Sony A6700,0,6018,very_good,1,42100
Sony A6300,0,24486,very_good,1,11790
Sony A7RIV,2,7839,very_good,0,43790
Sony ZV E10,1,2888,very_good,1,17100
Sony ZV1,3,1606,very_good,0,15700
Sony A6300,2,89491,good,1,11100
Sony A7SIII,4,2951,excellent,1,54890
Sony FX3,3,3088,excellent,0,113000
Sony FX30,4,3808,excellent,1,48000
Sony A6000,3,24017,good,1,8300
Sony A6500,8,41250,good,1,15290
Sony A7II,12,3093,very_good,1,11200
Sony A7SII,8,65112,fair,1,16800
Sony A1,1,96078,fair,1,90100
Sony A1,5,38710,good,0,88100
Sony FX2,1,2867,very_good,0,81200
Sony A6500,0,69707,good,1,15290
Sony A7RIV,7,18919,very_good,0,44490
Sony RX100VII,0,1927,very_good,1,28400
Sony ZV E10II,0,17198,good,1,28390
Sony A7IV,2,230433,fair,1,41200
Sony A6600,0,231617,poor,0,20490
Sony ZV E10,0,9447,good,1,15700
Sony A7RIV,6,79482,fair,0,37890
Sony A6100,4,39829,very_good,0,18000
Sony A7R,4,47029,very_good,0,9500
Sony FX3,3,2181,excellent,1,103990
Sony A9,5,2143,excellent,1,34900
Sony A7III,4,7641,good,1,22400
Sony ZV E10II,1,1028,very_good,0,30090
Sony A6600,1,167589,fair,0,21390
Sony A9,0,42485,good,0,31790
Sony A6700,1,5167,good,1,36200
Sony A1II,0,18467,very_good,1,190190
Sony A9III,0,181964,poor,0,130790
Sony A7RV,2,5289,very_good,1,91090
Sony A6500,4,252182,poor,0,15790
Sony A1,4,40145,good,1,89000
Sony FX2,0,2376,excellent,0,84100
Sony FX3,0,3399,very_good,1,116090
Sony A7S,4,72044,fair,1,7090
Sony A7III,0,47003,very_good,0,25790
Sony FX30,3,1515,very_good,0,46990
Sony A7SII,8,95404,fair,0,17390
Sony A5100,4,2674,very_good,0,7600
Sony A6400,6,3746,excellent,1,19400
Sony A7,6,194520,fair,0,6690
Sony A6100,3,1062,excellent,1,17800
Sony FX3,4,2059,very_good,1,118300
Sony A7III,6,8281,good,1,23800
Sony A1,5,69823,good,0,87700
Sony A7IV,5,96343,good,0,42990
Sony A7,,487,excellent,1,7900
Sony A9,1,45471,very_good,0,36790
Sony A9,5,23015,very_good,0,33290
Sony A1,0,285427,fair,0,88800
Sony A7IV,5,87026,fair,0,40900
Sony A9III,3,45770,very_good,1,131390
Sony A7SII,10,359874,fair,1,17390
Sony A9III,1,5747,very_good,0,127690
Sony A7R,1,4218,very_good,1,10900
Sony RX100VII,1,839,very_good,0,30390
Sony A5000,8,35499,very_good,1,5190
Sony A7RII,3,39849,very_good,0,21900
Sony A7RIV,5,2719,very_good,0,43600
Sony FX30,0,1001,excellent,1,47890
Sony A7R,12,9673,good,1,8790
Sony A6000,2,1335,very_good,1,9600
Sony ZV E10,2,14697,very_good,0,16690
Sony A5000,9,1198,very_good,1,5090
Sony A5100,0,91955,fair,1,6190
Sony FX30,2,1020,very_good,1,48690
Sony ZV1F,1,1945,excellent,1,9900
Sony A7S,8,54448,good,0,7690
Sony A7SII,10,96786,fair,1,17500
Sony A6500,7,168364,fair,0,14900
Sony ZV1,6,1899,very_good,1,14600
Sony FX3,5,3852,very_good,0,111000
Sony A9II,6,29822,good,1,72990
Sony ZV1F,4,1351,very_good,0,9600
Sony A7RII,1,44861,good,0,18000
Sony ZV1F,4,129,very_good,1,10090
Sony A1,0,217193,poor,1,88200
Sony A6100,3,30845,good,1,15700
Sony A1II,1,15952,excellent,0,199790
Sony A7RV,3,85511,fair,0,81190
Sony A7RIV,2,60903,fair,0,38700
Sony FX30,1,2668,excellent,0,49590
Sony A7III,6,34778,very_good,1,28190
Sony ZV1F,0,1608,very_good,0,10600
Sony A9,1,162813,fair,0,30790
Sony A6400,7,337186,fair,1,14100
Sony ZV E10,3,6209,very_good,1,18600
Sony A5000,11,59106,fair,1,4200
Sony A6300,4,8388,good,1,11400
Sony FX3,4,2925,excellent,0,109000
Sony A7R,2,3684,excellent,0,9600
Sony A6600,3,136336,good,1,22190
Sony ZV E10,3,2428,very_good,0,18400
Sony A9,6,5271,good,0,31500
Sony A7RIV,5,62516,fair,1,37400
Sony ZV E10II,2,14289,good,1,28490
Sony A1,1,5703,very_good,1,100390
Sony RX100VII,5,227,very_good,1,
Sony FX3,3,1588,very_good,0,107900
Sony ZV1,0,1506,very_good,0,15200
Sony A7SII,10,99859,fair,1,16890
Sony A9III,3,713,excellent,1,-
Sony A7II,1,34892,very_good,0,11590
Sony FX3,2,3738,excellent,1,108790
Sony RX100VII,5,860,excellent,1,31490
Sony A6300,4,7595,good,0,10900
Sony ZV1F,4,1901,excellent,0,10300
Sony A1,3,261907,poor,0,90790
Sony FX30,3,3720,very_good,0,44600
Sony A9,0,88643,good,1,31900
Sony ZV1,4,727,very_good,0,14500
Sony FX30,2,1562,very_good,0,48290
Sony ZV E10,1,14324,good,0,15800
Sony A5000,2,74808,good,1,4590
Sony A5000,3,96561,fair,0,4200
Sony A6300,9,4589,very_good,1,13090
Sony A7S,2,6501,good,0,7590
Sony A1,0,47742,very_good,1,102690
Sony FX30,0,2132,excellent,1,45900
Sony FX2,1,1268,very_good,1,83690
Sony A1,0,58375,good,0,89900
Sony FX3,0,3393,very_good,0,101990
Sony A7II,1,297,very_good,0,12000
Sony A7RV,1,133873,fair,1,81800
Sony A7RV,2,18502,good,0,81190
Sony A7RIV,1,1694,excellent,0,45300
Sony A7III,3,85641,good,0,24090
Sony A1,0,125748,good,0,90400
Sony A6100,6,8940,good,1,15000
Sony A7RII,11,248103,fair,0,16500
Sony A6600,1,7335,good,1,22800
Sony A6400,4,122092,good,0,15700
Sony A9II,5,16010,very_good,0,87100
Sony A7RII,6,4212,excellent,1,21400
Sony A7,2,10977,very_good,1,8390
Sony FX3,1,2307,excellent,,109890
Sony ZV E10II,0,1947,excellent,0,29900
Sony A6000,9,1082,very_good,1,8700
Sony ZV E10II,1,10936,good,0,28400
Sony A7RIV,7,41631,good,0,37700
Sony A7IV,3,97838,fair,0,41200
Sony A9III,1,71019,fair,0,130390
Sony RX100VII,6,1265,very_good,1,29700
Sony A9III,0,3846,excellent,0,136790
Sony A7SIII,4,2049,excellent,0,55200
Sony A6400,4,72908,fair,0,14690
Sony A9II,6,1248,very_good,0,79300
Sony ZV E10II,0,17962,very_good,0,30000
Sony A5100,9,57409,good,0,6600
Sony A1II,0,2949,good,1,170000
Sony A7RIII,0,66690,fair,1,21590
Sony A7IV,3,91749,good,0,41500
Sony A9II,6,198903,poor,0,69390
Sony FX2,1,3070,excellent,0,83500
Sony A7S,5,65990,good,1,7600
Sony A7,3,137421,fair,1,6500
Sony A7RIV,6,288118,fair,1,38090
Sony A7II,12,41583,good,1,10600
Sony A6500,0,49093,good,1,14990
Sony FX3,4,2581,very_good,0,118400
Sony A7RIII,0,99152,fair,-,21200
Sony A6400,3,45792,very_good,0,19500
Sony A6500,8,553,excellent,1,16400
Sony A6300,2,36671,good,0,11400
Sony A7R,2,107288,good,1,8790
Sony A5000,10,9601,very_good,0,5090
Sony A9II,3,48153,very_good,0,85590
Sony A7S,3,9845,good,0,7690
Sony A1,4,4112,excellent,1,101500
Sony A5000,0,23788,very_good,1,5590
Sony A7S,4,238831,fair,1,6990
Sony A6300,5,8174,good,1,11090
Sony ZV1F,0,373,very_good,0,9500
Sony A6000,9,8614,very_good,0,9700
Sony A6600,2,143969,good,0,22300
Sony A7RII,2,1346,excellent,1,19200
Sony ZV1F,3,428,very_good,0,9500
Sony A6600,1,83924,fair,0,21390
Sony RX100VII,0,307,excellent,0,29900
Sony FX30,3,1555,excellent,0,45590
Sony A7RIII,2,40652,very_good,1,28090
Sony A7RV,1,13035,good,0,84890
Sony FX2,1,1304,excellent,1,80790
Sony FX2,1,3055,very_good,1,74390
Sony A7SII,7,67168,fair,0,17390
Sony ZV1F,3,658,very_good,0,10690
Sony A5000,1,31419,good,1,4300
Sony A6700,1,25440,very_good,0,37390
Sony A7II,4,3302,very_good,0,12190
Sony A7S,4,5257,very_good,1,8100
Sony A6300,1,97594,fair,1,10590
Sony A9II,3,21739,very_good,1,89600
Sony A5100,4,81175,good,0,7300
Sony A6500,4,187888,poor,1,15400
Sony A6300,9,133881,fair,0,10500
Sony A7,12,7016,good,1,7000
Sony Cam,2,274451,fair,1,7590
Sony ZV1F,4,1889,excellent,1,10000
Sony A7,0,56309,good,1,7200
Sony FX3,3,1715,very_good,0,118600
Sony A7RV,3,264368,fair,0,82600
Sony FX3,3,3727,very_good,1,105000
Sony FX30,2,2091,excellent,0,49490
Sony A9II,5,4028,excellent,1,84900
Sony A7,7,3798,excellent,1,8800
Sony A6500,6,42223,good,0,15290
Sony A9II,3,5725,very_good,1,90600
Sony FX2,1,1745,excellent,1,74700
Sony A1II,1,3940,good,1,169600
Sony A7IV,1,1824,very_good,1,47700
Sony A7RV,3,31849,very_good,1,94500
Sony A7RIV,6,1896,very_good,0,39500
Sony RX100VII,2,1947,very_good,1,31290
Sony ZV1F,1,761,excellent,1,10300
Sony A6600,5,134,excellent,1,25700
Sony A6300,8,4654,very_good,0,13390
Sony ZV E10,4,5720,good,0,15790
Sony FX3,0,1574,very_good,0,108790
Sony A9,2,16218,very_good,0,37500
Sony A9,1,59495,fair,1,31200
Sony A7,/,116740,fair,0,6600
Sony A5000,6,4462,very_good,0,4700
Sony A7V,0,4647,good,0,74790
Sony A6100,2,225985,fair,1,13900
Sony A6700,0,115749,fair,1,36590
Sony A6000,7,59902,fair,0,7590
Sony A6300,4,4518,excellent,1,12090บาท
Sony RX100VII,2,605,very_good,1,28300
Sony A7V,1,15073,very_good,0,83400
Sony FX3,1,3429,excellent,1,102090
Sony FX30,1,2597,very_good,0,47500
Sony A7RII,9,8873,very_good,0,19700
Sony A7RV,3,27480,good,1,84000
Sony A5000,9,56822,fair,1,4300
Sony A7V,0,5716,excellent,0,75500
Sony A6700,3,95904,fair,0,36500
Sony A7IV,0,89500,good,1,42590
Sony A7SIII,5,2000,very_good,1,61800
Sony ZV1F,3,1986,very_good,0,10590
Sony A7RIII,8,290512,poor,1,20700
Sony A7R,5,295158,poor,,7700
Sony RX100VII,5,1682,excellent,0,32200
Sony ZV1,2,1896,excellent,1,14000
Sony A6100,2,3771,very_good,0,16500
Sony A6400,5,20767,very_good,1,17800
Sony A7SII,11,19068,very_good,1,21900
Sony A7III,5,4758,very_good,1,25890
Sony A7SIII,0,3093,very_good,0,55890
Sony A9III,0,9911,good,0,125990
Sony A9,5,324719,fair,0,30890
Sony A6400,6,4117,excellent,0,19900
Sony A1II,1,9319,excellent,1,185990
Sony A7S,10,3363,excellent,0,8300
Sony A6300,0,64460,fair,1,10600
Sony ZV E10,3,7969,good,1,15700
Sony A1,2,17624,very_good,0,94900
Sony A7RIII,3,24554,very_good,0,31590
Sony A7RII,3,240864,fair,0,15990
Sony A6300,4,236320,poor,1,10200
Sony A9,4,2371,good??,0,32400
Sony A6600,4,76459,fair,1,21290
Sony A7III,4,69397,fair,1,19690
Sony A7V,1,5633,very_good,0,76990
Sony A7RII,7,24635,very_good,1,19990
Sony A7RIV,5,200687,poor,1,38190
Sony A9II,4,356696,poor,0,69690
Sony A6300,5,2659,very_good,1,12590
Sony A6300,8,73972,fair,1,10690
Sony A6000,11,278014,fair,1,7590
Sony A6700,0,5172,very_good,0,39400
Sony A7SIII,/,2734,excellent,0,60990
Sony A7RIV,0,86992,good,1,38700
Sony ZV E10II,1,5915,good,0,28400
Sony A9II,7,75814,fair,0,71000
Sony FX2,0,2423,very_good,1,81790
Sony A9III,3,7003,good,1,126000
Sony A7III,6,162648,poor,1,18200
Sony A6600,6,1275,excellent,0,24690
Sony A7RIII,5,233892,fair,0,21900
Sony A7,10,84384,fair,1,6700
Sony A7RIV,7,76514,fair,1,37690
Sony A1,1,16678,good,0,89790
Sony A1,4,65306,fair,0,90390
Sony A7IV,3,11308,very_good,0,48890
Sony FX3,3,1998,very_good,1,119300
Sony A9,0,29648,very_good,1,33400
Sony A7RII,10,74268,fair,1,16100
Sony FX2,1,1265,excellent,0,82400
Sony A7R,7,3671,excellent,1,9900
Sony A9,3,52582,good,1,31790
Sony A6600,2,4078,excellent,1,26600
Sony A6300,8,95123,good,0,11290
Sony RX100VII,0,1757,excellent,1,31100
Sony A7RIV,7,1306,excellent,1,40100
Sony A5000,3,8150,very_good,1,5300
Sony A7SII,7,55224,good,0,18990
Sony A7RIII,5,7443,good,1,25000
Sony A7III,0,75709,fair,0,20400
Sony A9II,5,4885,excellent,0,84290
Sony A6300,5,9719,good,0,11000
Sony A6400,6,215464,poor,0,13590
Sony A9,1,271838,poor,0,30900
Sony A7RIV,4,48863,very_good,1,43600
Sony ZV E10II,1,13046,very_good,1,32690
Sony A7RV,0,14451,very_good,1,95500
Sony A7II,2,247933,poor,0,9300
Sony A5000,1,47326,very_good,1,4800
Sony A7V,0,13527,excellent,0,84000
Sony A5000,10,3761,excellent,0,5100
Sony ZV1,3,1845,very_good,0,14590
Sony ZV1F,1,704,very_good,-,10100
Sony ZV E10II,0,15173,very_good,1,/
Sony A7V,1,9504,excellent,0,82500
